mc,tw,t,T,E,C
258,1,257,2.70000000e+00,-9.46614583e-01,9.66064453e-01
506,1,505,2.70000000e+00,-9.40104167e-01,9.64111328e-01
753,1,752,2.70000000e+00,-9.46289062e-01,9.67285156e-01
1001,1,1000,2.70000000e+00,-9.28059896e-01,9.61181641e-01
3,3,0,2.70000000e+00,-9.40429688e-01,1
13,3,10,2.70000000e+00,-9.42057292e-01,9.68750000e-01
260,3,257,2.70000000e+00,-9.55403646e-01,9.72656250e-01
508,3,505,2.70000000e+00,-9.50520833e-01,9.71435547e-01
755,3,752,2.70000000e+00,-9.41406250e-01,9.68505859e-01
1003,3,1000,2.70000000e+00,-9.44986979e-01,9.69238281e-01
10,10,0,2.70000000e+00,-9.33593750e-01,1
20,10,10,2.70000000e+00,-9.48242188e-01,9.68505859e-01
267,10,257,2.70000000e+00,-9.41406250e-01,9.67773438e-01
515,10,505,2.70000000e+00,-9.44661458e-01,9.67529297e-01
762,10,752,2.70000000e+00,-9.37825521e-01,9.65576172e-01
1010,10,1000,2.70000000e+00,-9.30989583e-01,9.64355469e-01
31,31,0,2.70000000e+00,-9.31966146e-01,1
41,31,10,2.70000000e+00,-9.45312500e-01,9.67285156e-01
288,31,257,2.70000000e+00,-9.48567708e-01,9.68750000e-01
536,31,505,2.70000000e+00,-9.44335938e-01,9.67285156e-01
783,31,752,2.70000000e+00,-9.40755208e-01,9.66552734e-01
1031,31,1000,2.70000000e+00,-9.36197917e-01,9.65576172e-01
100,100,0,2.70000000e+00,-9.37825521e-01,1
110,100,10,2.70000000e+00,-9.46289062e-01,9.69970703e-01
357,100,257,2.70000000e+00,-9.31640625e-01,9.66552734e-01
605,100,505,2.70000000e+00,-9.57031250e-01,9.72900391e-01
852,100,752,2.70000000e+00,-9.38802083e-01,9.68505859e-01
1100,100,1000,2.70000000e+00,-9.44335938e-01,9.69238281e-01
1,1,0,2.80000000e+00,-9.11783854e-01,1
11,1,10,2.80000000e+00,-9.11783854e-01,9.52880859e-01
258,1,257,2.80000000e+00,-9.09505208e-01,9.52880859e-01
506,1,505,2.80000000e+00,-9.39453125e-01,9.60205078e-01
753,1,752,2.80000000e+00,-9.38476562e-01,9.60937500e-01
1001,1,1000,2.80000000e+00,-9.41406250e-01,9.59716797e-01
3,3,0,2.80000000e+00,-9.26106771e-01,1
13,3,10,2.80000000e+00,-9.25130208e-01,9.60693359e-01
260,3,257,2.80000000e+00,-9.30338542e-01,9.61914062e-01
508,3,505,2.80000000e+00,-9.34895833e-01,9.63378906e-01
755,3,752,2.80000000e+00,-9.31966146e-01,9.61425781e-01
1003,3,1000,2.80000000e+00,-9.32617188e-01,9.62158203e-01
10,10,0,2.80000000e+00,-9.19270833e-01,1
20,10,10,2.80000000e+00,-9.35221354e-01,9.60449219e-01
267,10,257,2.80000000e+00,-9.48567708e-01,9.63867188e-01
515,10,505,2.80000000e+00,-9.37500000e-01,9.61425781e-01
762,10,752,2.80000000e+00,-9.35221354e-01,9.60205078e-01
1010,10,1000,2.80000000e+00,-9.33268229e-01,9.59472656e-01
31,31,0,2.80000000e+00,-9.10807292e-01,1
41,31,10,2.80000000e+00,-9.21549479e-01,9.54589844e-01
288,31,257,2.80000000e+00,-9.30013021e-01,9.57275391e-01
536,31,505,2.80000000e+00,-9.28710938e-01,9.58251953e-01
783,31,752,2.80000000e+00,-9.33593750e-01,9.59228516e-01
1031,31,1000,2.80000000e+00,-9.46940104e-01,9.62646484e-01
100,100,0,2.80000000e+00,-9.20247396e-01,1
110,100,10,2.80000000e+00,-9.38151042e-01,9.62158203e-01
357,100,257,2.80000000e+00,-9.45312500e-01,9.63378906e-01
605,100,505,2.80000000e+00,-9.37500000e-01,9.63378906e-01
852,100,752,2.80000000e+00,-9.44661458e-01,9.64843750e-01
1100,100,1000,2.80000000e+00,-9.28059896e-01,9.59228516e-01
1,1,0,2.90000000e+00,-8.94159226e-01,1
11,1,10,2.90000000e+00,-9.16837178e-01,9.49195499e-01
258,1,257,2.90000000e+00,-9.12434896e-01,9.31105841e-01
506,1,505,2.90000000e+00,-9.09830729e-01,9.31919643e-01
753,1,752,2.90000000e+00,-9.25455729e-01,9.34860956e-01
1001,1,1000,2.90000000e+00,-9.24153646e-01,9.33349609e-01
3,3,0,2.90000000e+00,-8.88361855e-01,1
13,3,10,2.90000000e+00,-9.12155878e-01,9.45707775e-01
260,3,257,2.90000000e+00,-9.14388021e-01,9.28408668e-01
508,3,505,2.90000000e+00,-9.13411458e-01,9.28071522e-01
755,3,752,2.90000000e+00,-8.91601562e-01,9.21584356e-01
1003,3,1000,2.90000000e+00,-9.27083333e-01,9.33617001e-01
10,10,0,2.90000000e+00,-9.14822049e-01,1
20,10,10,2.90000000e+00,-9.08761161e-01,9.52683222e-01
267,10,257,2.90000000e+00,-9.14388021e-01,9.35907273e-01
515,10,505,2.90000000e+00,-9.05273438e-01,9.33070592e-01
762,10,752,2.90000000e+00,-9.24804688e-01,9.38964844e-01
1010,10,1000,2.90000000e+00,-9.11458333e-01,9.36337426e-01
31,31,0,2.90000000e+00,-9.11613343e-01,1
41,31,10,2.90000000e+00,-8.90283978e-01,9.45719401e-01
288,31,257,2.90000000e+00,-9.13736979e-01,9.41080729e-01
536,31,505,2.90000000e+00,-9.05273438e-01,9.37465123e-01
783,31,752,2.90000000e+00,-9.15690104e-01,9.41022600e-01
1031,31,1000,2.90000000e+00,-9.22851562e-01,9.43138486e-01
100,100,0,2.90000000e+00,-9.12434896e-01,1
110,100,10,2.90000000e+00,-9.27408854e-01,9.56542969e-01
357,100,257,2.90000000e+00,-9.07877604e-01,9.53613281e-01
605,100,505,2.90000000e+00,-9.13085938e-01,9.54833984e-01
852,100,752,2.90000000e+00,-9.12760417e-01,9.54101562e-01
1100,100,1000,2.90000000e+00,-9.08203125e-01,9.53857422e-01
1,1,0,3.00000000e+00,-8.90407986e-01,1
11,1,10,3.00000000e+00,-9.00189112e-01,9.40894717e-01
258,1,257,3.00000000e+00,-8.86718750e-01,9.31431362e-01
506,1,505,3.00000000e+00,-9.07552083e-01,9.38197545e-01
753,1,752,3.00000000e+00,-9.10481771e-01,9.37732515e-01
1001,1,1000,3.00000000e+00,-9.14062500e-01,9.37488374e-01
3,3,0,3.00000000e+00,-8.87431796e-01,1
13,3,10,3.00000000e+00,-8.99538070e-01,9.39755394e-01
260,3,257,3.00000000e+00,-8.87369792e-01,9.28769066e-01
508,3,505,3.00000000e+00,-8.85091146e-01,9.27211217e-01
755,3,752,3.00000000e+00,-9.02994792e-01,9.34302920e-01
1003,3,1000,3.00000000e+00,-8.97460938e-01,9.31931269e-01
10,10,0,3.00000000e+00,-9.11241319e-01,1
20,10,10,3.00000000e+00,-8.81928943e-01,9.39011347e-01
267,10,257,3.00000000e+00,-9.02669271e-01,9.43266369e-01
515,10,505,3.00000000e+00,-9.00065104e-01,9.43161737e-01
762,10,752,3.00000000e+00,-9.12109375e-01,9.46800595e-01
1010,10,1000,3.00000000e+00,-9.08854167e-01,9.44998605e-01
31,31,0,3.00000000e+00,-9.07552083e-01,1
41,31,10,3.00000000e+00,-9.01367188e-01,9.48486328e-01
288,31,257,3.00000000e+00,-9.02343750e-01,9.48974609e-01
536,31,505,3.00000000e+00,-9.15364583e-01,9.52636719e-01
783,31,752,3.00000000e+00,-8.93880208e-01,9.46289062e-01
1031,31,1000,3.00000000e+00,-9.08854167e-01,9.50927734e-01
100,100,0,3.00000000e+00,-8.84440104e-01,1
110,100,10,3.00000000e+00,-8.88671875e-01,9.37744141e-01
357,100,257,3.00000000e+00,-9.00065104e-01,9.42871094e-01
605,100,505,3.00000000e+00,-9.16341146e-01,9.44824219e-01
852,100,752,3.00000000e+00,-9.05598958e-01,9.44824219e-01
1100,100,1000,3.00000000e+00,-8.84765625e-01,9.38964844e-01
1,1,0,3.10000000e+00,-8.80208333e-01,1
11,1,10,3.10000000e+00,-8.87369792e-01,9.37988281e-01
258,1,257,3.10000000e+00,-9.03971354e-01,9.39453125e-01
506,1,505,3.10000000e+00,-8.73697917e-01,9.33837891e-01
753,1,752,3.10000000e+00,-8.76627604e-01,9.33837891e-01
1001,1,1000,3.10000000e+00,-8.68815104e-01,9.32617188e-01
3,3,0,3.10000000e+00,-8.77929688e-01,1
13,3,10,3.10000000e+00,-9.01692708e-01,9.41406250e-01
260,3,257,3.10000000e+00,-8.92578125e-01,9.38476562e-01
508,3,505,3.10000000e+00,-8.86393229e-01,9.37988281e-01
755,3,752,3.10000000e+00,-8.72070312e-01,9.32617188e-01
1003,3,1000,3.10000000e+00,-8.75325521e-01,9.34082031e-01
10,10,0,3.10000000e+00,-8.79231771e-01,1
20,10,10,3.10000000e+00,-8.89973958e-01,9.38964844e-01
267,10,257,3.10000000e+00,-8.88671875e-01,9.39697266e-01
515,10,505,3.10000000e+00,-8.71744792e-01,9.32373047e-01
762,10,752,3.10000000e+00,-8.84114583e-01,9.36035156e-01
1010,10,1000,3.10000000e+00,-8.78906250e-01,9.33837891e-01
31,31,0,3.10000000e+00,-8.74023438e-01,1
41,31,10,3.10000000e+00,-8.73697917e-01,9.32617188e-01
288,31,257,3.10000000e+00,-8.95507812e-01,9.39208984e-01
536,31,505,3.10000000e+00,-9.15690104e-01,9.45800781e-01
783,31,752,3.10000000e+00,-8.88020833e-01,9.37011719e-01
1031,31,1000,3.10000000e+00,-8.79231771e-01,9.32861328e-01
100,100,0,3.10000000e+00,-8.99414062e-01,1
110,100,10,3.10000000e+00,-8.75651042e-01,9.40429688e-01
357,100,257,3.10000000e+00,-8.84114583e-01,9.41406250e-01
605,100,505,3.10000000e+00,-8.62630208e-01,9.35791016e-01
852,100,752,3.10000000e+00,-8.81510417e-01,9.40429688e-01
1100,100,1000,3.10000000e+00,-8.83789062e-01,9.41406250e-01
1,1,0,3.20000000e+00,-8.82486979e-01,1
11,1,10,3.20000000e+00,-8.54166667e-01,9.29443359e-01
258,1,257,3.20000000e+00,-8.87369792e-01,9.40429688e-01
506,1,505,3.20000000e+00,-8.69140625e-01,9.33349609e-01
753,1,752,3.20000000e+00,-8.89648438e-01,9.40185547e-01
1001,1,1000,3.20000000e+00,-8.83463542e-01,9.37744141e-01
3,3,0,3.20000000e+00,-8.69140625e-01,1
13,3,10,3.20000000e+00,-8.82812500e-01,9.37011719e-01
260,3,257,3.20000000e+00,-8.82812500e-01,9.31152344e-01
508,3,505,3.20000000e+00,-8.75325521e-01,9.31152344e-01
755,3,752,3.20000000e+00,-8.58398438e-01,9.23583984e-01
1003,3,1000,3.20000000e+00,-8.76302083e-01,9.30175781e-01
10,10,0,3.20000000e+00,-8.62955729e-01,1
20,10,10,3.20000000e+00,-8.67513021e-01,9.29687500e-01
267,10,257,3.20000000e+00,-8.71744792e-01,9.27246094e-01
515,10,505,3.20000000e+00,-8.47656250e-01,9.23828125e-01
762,10,752,3.20000000e+00,-8.64908854e-01,9.27978516e-01
1010,10,1000,3.20000000e+00,-8.66210938e-01,9.28466797e-01
31,31,0,3.20000000e+00,-8.77604167e-01,1
41,31,10,3.20000000e+00,-8.76302083e-01,9.35791016e-01
288,31,257,3.20000000e+00,-8.29101562e-01,9.19677734e-01
536,31,505,3.20000000e+00,-8.82486979e-01,9.33105469e-01
783,31,752,3.20000000e+00,-8.63606771e-01,9.27490234e-01
1031,31,1000,3.20000000e+00,-8.59700521e-01,9.29931641e-01
100,100,0,3.20000000e+00,-8.82161458e-01,1
110,100,10,3.20000000e+00,-8.53841146e-01,9.28955078e-01
357,100,257,3.20000000e+00,-8.66861979e-01,9.33349609e-01
605,100,505,3.20000000e+00,-8.65885417e-01,9.32617188e-01
852,100,752,3.20000000e+00,-8.93229167e-01,9.40185547e-01
1100,100,1000,3.20000000e+00,-8.57421875e-01,9.31152344e-01
1,1,0,3.30000000e+00,-8.55468750e-01,1
11,1,10,3.30000000e+00,-8.37565104e-01,9.14550781e-01
258,1,257,3.30000000e+00,-7.93294271e-01,9.04052734e-01
506,1,505,3.30000000e+00,-8.45377604e-01,9.22119141e-01
753,1,752,3.30000000e+00,-8.50260417e-01,9.21875000e-01
1001,1,1000,3.30000000e+00,-8.50260417e-01,9.17236328e-01
3,3,0,3.30000000e+00,-8.49609375e-01,1
13,3,10,3.30000000e+00,-8.47981771e-01,9.15771484e-01
260,3,257,3.30000000e+00,-8.44401042e-01,9.13330078e-01
508,3,505,3.30000000e+00,-8.25195312e-01,9.06738281e-01
755,3,752,3.30000000e+00,-8.43098958e-01,9.13574219e-01
1003,3,1000,3.30000000e+00,-8.52539062e-01,9.16259766e-01
10,10,0,3.30000000e+00,-8.53190104e-01,1
20,10,10,3.30000000e+00,-8.27148438e-01,9.10400391e-01
267,10,257,3.30000000e+00,-8.34635417e-01,9.14794922e-01
515,10,505,3.30000000e+00,-8.49609375e-01,9.19677734e-01
762,10,752,3.30000000e+00,-8.51888021e-01,9.19677734e-01
1010,10,1000,3.30000000e+00,-8.63281250e-01,9.19921875e-01
31,31,0,3.30000000e+00,-8.48307292e-01,1
41,31,10,3.30000000e+00,-8.34960938e-01,9.13818359e-01
288,31,257,3.30000000e+00,-8.16080729e-01,9.08691406e-01
536,31,505,3.30000000e+00,-8.58723958e-01,9.19433594e-01
783,31,752,3.30000000e+00,-8.47330729e-01,9.16259766e-01
1031,31,1000,3.30000000e+00,-8.40169271e-01,9.15283203e-01
100,100,0,3.30000000e+00,-8.52539062e-01,1
110,100,10,3.30000000e+00,-8.62304688e-01,9.23095703e-01
357,100,257,3.30000000e+00,-8.60026042e-01,9.17968750e-01
605,100,505,3.30000000e+00,-8.63932292e-01,9.20654297e-01
852,100,752,3.30000000e+00,-8.60351562e-01,9.20410156e-01
1100,100,1000,3.30000000e+00,-8.57747396e-01,9.20898438e-01
1,1,0,3.40000000e+00,-8.39192708e-01,1
11,1,10,3.40000000e+00,-7.88411458e-01,8.92089844e-01
258,1,257,3.40000000e+00,-8.34960938e-01,9.08935547e-01
506,1,505,3.40000000e+00,-8.13151042e-01,9.05273438e-01
753,1,752,3.40000000e+00,-8.57096354e-01,9.16259766e-01
1001,1,1000,3.40000000e+00,-8.21940104e-01,9.05273438e-01
3,3,0,3.40000000e+00,-8.16731771e-01,1
13,3,10,3.40000000e+00,-8.18033854e-01,8.95996094e-01
260,3,257,3.40000000e+00,-8.30729167e-01,9.01611328e-01
508,3,505,3.40000000e+00,-8.21614583e-01,8.96728516e-01
755,3,752,3.40000000e+00,-8.34635417e-01,9.00146484e-01
1003,3,1000,3.40000000e+00,-8.33007812e-01,9.06494141e-01
10,10,0,3.40000000e+00,-8.42447917e-01,1
20,10,10,3.40000000e+00,-8.31054688e-01,9.10400391e-01
267,10,257,3.40000000e+00,-8.31705729e-01,9.09667969e-01
515,10,505,3.40000000e+00,-8.40820312e-01,9.13574219e-01
762,10,752,3.40000000e+00,-8.25195312e-01,9.10644531e-01
1010,10,1000,3.40000000e+00,-8.25520833e-01,9.06005859e-01
31,31,0,3.40000000e+00,-8.16731771e-01,1
41,31,10,3.40000000e+00,-8.51562500e-01,9.06005859e-01
288,31,257,3.40000000e+00,-8.35286458e-01,9.04296875e-01
536,31,505,3.40000000e+00,-8.12500000e-01,8.95507812e-01
783,31,752,3.40000000e+00,-8.08593750e-01,8.92578125e-01
1031,31,1000,3.40000000e+00,-8.15429688e-01,8.96972656e-01
100,100,0,3.40000000e+00,-8.12174479e-01,1
110,100,10,3.40000000e+00,-8.09244792e-01,8.92822266e-01
357,100,257,3.40000000e+00,-8.13802083e-01,8.96972656e-01
605,100,505,3.40000000e+00,-7.99479167e-01,8.92089844e-01
852,100,752,3.40000000e+00,-8.46679688e-01,9.04541016e-01
1100,100,1000,3.40000000e+00,-8.28125000e-01,8.99658203e-01
1,1,0,3.50000000e+00,-7.98177083e-01,1
11,1,10,3.50000000e+00,-8.10546875e-01,8.91845703e-01
258,1,257,3.50000000e+00,-8.05989583e-01,8.83544922e-01
506,1,505,3.50000000e+00,-8.14778646e-01,8.91845703e-01
753,1,752,3.50000000e+00,-7.77669271e-01,8.83544922e-01
1001,1,1000,3.50000000e+00,-7.77994792e-01,8.78662109e-01
3,3,0,3.50000000e+00,-7.88085938e-01,1
13,3,10,3.50000000e+00,-7.99804688e-01,8.80126953e-01
260,3,257,3.50000000e+00,-8.05664062e-01,8.82812500e-01
508,3,505,3.50000000e+00,-7.86132812e-01,8.79882812e-01
755,3,752,3.50000000e+00,-8.18033854e-01,8.87451172e-01
1003,3,1000,3.50000000e+00,-8.09244792e-01,8.85253906e-01
10,10,0,3.50000000e+00,-8.01106771e-01,1
20,10,10,3.50000000e+00,-7.79296875e-01,8.83544922e-01
267,10,257,3.50000000e+00,-8.03385417e-01,8.89892578e-01
515,10,505,3.50000000e+00,-8.10221354e-01,8.88671875e-01
762,10,752,3.50000000e+00,-7.77018229e-01,8.79882812e-01
1010,10,1000,3.50000000e+00,-7.90039062e-01,8.84521484e-01
31,31,0,3.50000000e+00,-8.13151042e-01,1
41,31,10,3.50000000e+00,-7.92968750e-01,8.90380859e-01
288,31,257,3.50000000e+00,-8.08268229e-01,8.94775391e-01
536,31,505,3.50000000e+00,-8.02083333e-01,8.89648438e-01
783,31,752,3.50000000e+00,-8.41471354e-01,9.05029297e-01
1031,31,1000,3.50000000e+00,-8.14778646e-01,8.96972656e-01
100,100,0,3.50000000e+00,-7.99479167e-01,1
110,100,10,3.50000000e+00,-8.01106771e-01,8.85498047e-01
357,100,257,3.50000000e+00,-8.36914062e-01,8.98437500e-01
605,100,505,3.50000000e+00,-8.28125000e-01,8.99414062e-01
852,100,752,3.50000000e+00,-7.80598958e-01,8.81347656e-01
1100,100,1000,3.50000000e+00,-7.69531250e-01,8.74023438e-01
1,1,0,3.60000000e+00,-7.49674479e-01,1
11,1,10,3.60000000e+00,-7.66927083e-01,8.67187500e-01
258,1,257,3.60000000e+00,-7.33398438e-01,8.48876953e-01
506,1,505,3.60000000e+00,-7.40234375e-01,8.50830078e-01
753,1,752,3.60000000e+00,-7.53580729e-01,8.59619141e-01
1001,1,1000,3.60000000e+00,-7.76692708e-01,8.64257812e-01
3,3,0,3.60000000e+00,-7.69531250e-01,1
13,3,10,3.60000000e+00,-7.94270833e-01,8.75732422e-01
260,3,257,3.60000000e+00,-7.76692708e-01,8.72314453e-01
508,3,505,3.60000000e+00,-7.51627604e-01,8.63769531e-01
755,3,752,3.60000000e+00,-7.63997396e-01,8.70605469e-01
1003,3,1000,3.60000000e+00,-7.82226562e-01,8.72314453e-01
10,10,0,3.60000000e+00,-7.81575521e-01,1
20,10,10,3.60000000e+00,-7.91992188e-01,8.77929688e-01
267,10,257,3.60000000e+00,-7.78971354e-01,8.76220703e-01
515,10,505,3.60000000e+00,-7.80273438e-01,8.76220703e-01
762,10,752,3.60000000e+00,-7.68880208e-01,8.77685547e-01
1010,10,1000,3.60000000e+00,-8.05013021e-01,8.84277344e-01
31,31,0,3.60000000e+00,-7.50976562e-01,1
41,31,10,3.60000000e+00,-7.74414062e-01,8.62792969e-01
288,31,257,3.60000000e+00,-7.62044271e-01,8.60351562e-01
536,31,505,3.60000000e+00,-7.98502604e-01,8.71582031e-01
783,31,752,3.60000000e+00,-8.22916667e-01,8.79638672e-01
1031,31,1000,3.60000000e+00,-7.65625000e-01,8.60351562e-01
100,100,0,3.60000000e+00,-7.56835938e-01,1
110,100,10,3.60000000e+00,-7.70182292e-01,8.63525391e-01
357,100,257,3.60000000e+00,-7.50325521e-01,8.61816406e-01
605,100,505,3.60000000e+00,-7.58463542e-01,8.60351562e-01
852,100,752,3.60000000e+00,-7.56184896e-01,8.62060547e-01
1100,100,1000,3.60000000e+00,-7.74739583e-01,8.65234375e-01
1,1,0,3.70000000e+00,-7.52604167e-01,1
11,1,10,3.70000000e+00,-7.43164062e-01,8.55224609e-01
258,1,257,3.70000000e+00,-7.56184896e-01,8.60839844e-01
506,1,505,3.70000000e+00,-7.58789062e-01,8.62548828e-01
753,1,752,3.70000000e+00,-7.38606771e-01,8.55224609e-01
1001,1,1000,3.70000000e+00,-7.43164062e-01,8.57421875e-01
3,3,0,3.70000000e+00,-7.17122396e-01,1
13,3,10,3.70000000e+00,-7.36979167e-01,8.44238281e-01
260,3,257,3.70000000e+00,-6.90429688e-01,8.27148438e-01
508,3,505,3.70000000e+00,-7.56184896e-01,8.46191406e-01
755,3,752,3.70000000e+00,-7.40885417e-01,8.44970703e-01
1003,3,1000,3.70000000e+00,-7.30794271e-01,8.38623047e-01
10,10,0,3.70000000e+00,-7.16471354e-01,1
20,10,10,3.70000000e+00,-7.58138021e-01,8.48632812e-01
267,10,257,3.70000000e+00,-7.64973958e-01,8.51318359e-01
515,10,505,3.70000000e+00,-7.74088542e-01,8.56201172e-01
762,10,752,3.70000000e+00,-7.10286458e-01,8.39843750e-01
1010,10,1000,3.70000000e+00,-7.35026042e-01,8.41064453e-01
31,31,0,3.70000000e+00,-7.71158854e-01,1
41,31,10,3.70000000e+00,-7.36002604e-01,8.56933594e-01
288,31,257,3.70000000e+00,-7.43489583e-01,8.54003906e-01
536,31,505,3.70000000e+00,-7.54231771e-01,8.66210938e-01
783,31,752,3.70000000e+00,-7.34700521e-01,8.59130859e-01
1031,31,1000,3.70000000e+00,-7.55208333e-01,8.66455078e-01
100,100,0,3.70000000e+00,-7.08984375e-01,1
110,100,10,3.70000000e+00,-7.37304688e-01,8.42529297e-01
357,100,257,3.70000000e+00,-7.67903646e-01,8.53027344e-01
605,100,505,3.70000000e+00,-7.63997396e-01,8.46923828e-01
852,100,752,3.70000000e+00,-7.28515625e-01,8.43017578e-01
1100,100,1000,3.70000000e+00,-7.44791667e-01,8.38378906e-01
1,1,0,3.80000000e+00,-6.76757812e-01,1
11,1,10,3.80000000e+00,-7.33072917e-01,8.29589844e-01
258,1,257,3.80000000e+00,-7.06054688e-01,8.15185547e-01
506,1,505,3.80000000e+00,-7.34375000e-01,8.25683594e-01
753,1,752,3.80000000e+00,-7.16145833e-01,8.24218750e-01
1001,1,1000,3.80000000e+00,-7.07356771e-01,8.16406250e-01
3,3,0,3.80000000e+00,-7.14192708e-01,1
13,3,10,3.80000000e+00,-7.20703125e-01,8.35937500e-01
260,3,257,3.80000000e+00,-7.00846354e-01,8.32275391e-01
508,3,505,3.80000000e+00,-7.64322917e-01,8.54492188e-01
755,3,752,3.80000000e+00,-6.72200521e-01,8.27636719e-01
1003,3,1000,3.80000000e+00,-6.94986979e-01,8.33007812e-01
10,10,0,3.80000000e+00,-7.11263021e-01,1
20,10,10,3.80000000e+00,-7.01822917e-01,8.29101562e-01
267,10,257,3.80000000e+00,-7.00846354e-01,8.35937500e-01
515,10,505,3.80000000e+00,-7.07031250e-01,8.32275391e-01
762,10,752,3.80000000e+00,-7.13867188e-01,8.33496094e-01
1010,10,1000,3.80000000e+00,-7.47721354e-01,8.47656250e-01
31,31,0,3.80000000e+00,-7.23307292e-01,1
41,31,10,3.80000000e+00,-6.74153646e-01,8.27148438e-01
288,31,257,3.80000000e+00,-7.38281250e-01,8.51074219e-01
536,31,505,3.80000000e+00,-7.19726562e-01,8.38867188e-01
783,31,752,3.80000000e+00,-6.99544271e-01,8.39843750e-01
1031,31,1000,3.80000000e+00,-7.01171875e-01,8.38623047e-01
100,100,0,3.80000000e+00,-7.41861979e-01,1
110,100,10,3.80000000e+00,-6.88151042e-01,8.29101562e-01
357,100,257,3.80000000e+00,-7.12890625e-01,8.48388672e-01
605,100,505,3.80000000e+00,-7.50000000e-01,8.54248047e-01
852,100,752,3.80000000e+00,-7.27213542e-01,8.47412109e-01
1100,100,1000,3.80000000e+00,-7.36979167e-01,8.55224609e-01
1,1,0,3.90000000e+00,-7.16796875e-01,1
11,1,10,3.90000000e+00,-6.42252604e-01,8.16650391e-01
258,1,257,3.90000000e+00,-6.79361979e-01,8.27880859e-01
506,1,505,3.90000000e+00,-7.15494792e-01,8.43750000e-01
753,1,752,3.90000000e+00,-6.39973958e-01,8.06884766e-01
1001,1,1000,3.90000000e+00,-6.78710938e-01,8.22509766e-01
3,3,0,3.90000000e+00,-6.94010417e-01,1
13,3,10,3.90000000e+00,-6.66341146e-01,8.02490234e-01
260,3,257,3.90000000e+00,-7.15169271e-01,8.19091797e-01
508,3,505,3.90000000e+00,-6.99544271e-01,8.16406250e-01
755,3,752,3.90000000e+00,-6.89778646e-01,8.15429688e-01
1003,3,1000,3.90000000e+00,-6.71875000e-01,8.12011719e-01
10,10,0,3.90000000e+00,-6.66341146e-01,1
20,10,10,3.90000000e+00,-6.85221354e-01,8.11767578e-01
267,10,257,3.90000000e+00,-6.71875000e-01,7.97851562e-01
515,10,505,3.90000000e+00,-6.60156250e-01,8.02246094e-01
762,10,752,3.90000000e+00,-7.08007812e-01,8.20312500e-01
1010,10,1000,3.90000000e+00,-6.66992188e-01,8.03466797e-01
31,31,0,3.90000000e+00,-6.73502604e-01,1
41,31,10,3.90000000e+00,-6.71549479e-01,7.99804688e-01
288,31,257,3.90000000e+00,-6.57552083e-01,8.04687500e-01
536,31,505,3.90000000e+00,-7.09309896e-01,8.19091797e-01
783,31,752,3.90000000e+00,-6.84244792e-01,8.17138672e-01
1031,31,1000,3.90000000e+00,-6.64388021e-01,8.11035156e-01
100,100,0,3.90000000e+00,-6.50065104e-01,1
110,100,10,3.90000000e+00,-6.78059896e-01,8.04199219e-01
357,100,257,3.90000000e+00,-6.55598958e-01,7.97851562e-01
605,100,505,3.90000000e+00,-6.81315104e-01,8.09814453e-01
852,100,752,3.90000000e+00,-6.54296875e-01,8.00781250e-01
1100,100,1000,3.90000000e+00,-6.70247396e-01,8.00781250e-01
1,1,0,4.00000000e+00,-6.19140625e-01,1
11,1,10,4.00000000e+00,-6.62434896e-01,7.82958984e-01
258,1,257,4.00000000e+00,-6.02864583e-01,7.67333984e-01
506,1,505,4.00000000e+00,-6.28255208e-01,7.79296875e-01
753,1,752,4.00000000e+00,-6.37695312e-01,7.72460938e-01
1001,1,1000,4.00000000e+00,-6.38997396e-01,7.79785156e-01
3,3,0,4.00000000e+00,-6.35742188e-01,1
13,3,10,4.00000000e+00,-6.22070312e-01,7.77587891e-01
260,3,257,4.00000000e+00,-6.29882812e-01,7.86132812e-01
508,3,505,4.00000000e+00,-6.26302083e-01,7.78808594e-01
755,3,752,4.00000000e+00,-6.28906250e-01,7.79541016e-01
1003,3,1000,4.00000000e+00,-6.42578125e-01,7.82958984e-01
10,10,0,4.00000000e+00,-6.53645833e-01,1
20,10,10,4.00000000e+00,-6.62109375e-01,8.01269531e-01
267,10,257,4.00000000e+00,-6.17838542e-01,7.84667969e-01
515,10,505,4.00000000e+00,-6.51692708e-01,7.94921875e-01
762,10,752,4.00000000e+00,-6.46158854e-01,7.88085938e-01
1010,10,1000,4.00000000e+00,-5.96679688e-01,7.69531250e-01
31,31,0,4.00000000e+00,-6.51041667e-01,1
41,31,10,4.00000000e+00,-6.42252604e-01,7.87841797e-01
288,31,257,4.00000000e+00,-6.54296875e-01,7.93457031e-01
536,31,505,4.00000000e+00,-6.12630208e-01,7.85400391e-01
783,31,752,4.00000000e+00,-6.50065104e-01,7.95166016e-01
1031,31,1000,4.00000000e+00,-6.03190104e-01,7.81005859e-01
100,100,0,4.00000000e+00,-6.29882812e-01,1
110,100,10,4.00000000e+00,-6.34765625e-01,7.71484375e-01
357,100,257,4.00000000e+00,-6.24674479e-01,7.70263672e-01
605,100,505,4.00000000e+00,-6.52669271e-01,7.79541016e-01
852,100,752,4.00000000e+00,-6.26627604e-01,7.75146484e-01
1100,100,1000,4.00000000e+00,-5.92447917e-01,7.55126953e-01
1,1,0,4.10000000e+00,-6.02539062e-01,1
11,1,10,4.10000000e+00,-5.83007812e-01,7.42431641e-01
258,1,257,4.10000000e+00,-6.17513021e-01,7.54150391e-01
